Tournament,Date,Game Time,Blue Team,Red Team,Blue Kills,Blue Turrets,Blue Dragons,Blue Barons,Red Kills,Red Turrets,Red Dragons,Red Barons,Blue Wards Placed,Blue Wards Destroyed,Red Wards Placed,Red Wards Destroyed,First Dragon Team,First Dragon Time,First Rift Herald Team,First Rift Herald Time,Blue Bans 1,Blue Bans 2,Blue Bans 3,Blue Bans 4,Blue Bans 5,Red Bans 1,Red Bans 2,Red Bans 3,Red Bans 4,Red Bans 5,Blue Top,Blue Jungle,Blue Mid,Blue Bot,Blue Support,Red Top,Red Jungle,Red Mid,Red Bot,Red Support,Blue Top KDA,Blue Top CS,Blue Jungle KDA,Blue Jungle CS,Blue Mid KDA,Blue Mid CS,Blue Bot KDA,Blue Bot CS,Blue Support KDA,Blue Support CS,Red Top KDA,Red Top CS,Red Jungle KDA,Red Jungle CS,Red Mid KDA,Red Mid CS,Red Bot KDA,Red Bot CS,Red Support KDA,Red Support CS
Prime League 2nd Div Summer Playoffs 2023,8/7/2023,23.65,DKB Diamonds,TeamOrangeGaming,11,1,0,0,28,10,3,1,65,31,65,23,Red,8.033333333333333,Red,9.233333333333333,Kaisa, Kalista, Maokai, Nautilus, Braum,Rell, Sejuani, Ziggs, Jayce, Renekton,Jax, Ivern, Azir, Seraphine, Senna,Heimerdinger, RekSai, Tristana, Sivir, Blitzcrank, 3/7/1,158, 1/7/6,108, 3/3/3,212, 3/5/2,193, 1/6/6,22, 4/3/4,155, 3/2/14,120, 4/3/6,231, 11/1/14,249, 6/2/16,26
Prime League 2nd Div Summer Playoffs 2023,8/7/2023,28.7,DKB Diamonds,TeamOrangeGaming,26,8,0,1,12,3,2,0,74,43,100,36,Red,16.383333333333333,Red,8.65,Kaisa, Kalista, RekSai, Blitzcrank, Nautilus,Rell, Sejuani, Ziggs, Jax, Kled,Irelia, Jarvan IV, Tristana, Seraphine, Rakan,Aatrox, Ivern, Jayce, Zeri, Alistar, 10/4/8,212, 2/4/19,151, 10/1/10,257, 3/1/16,235, 1/2/22,35, 5/5/5,217, 1/3/11,123, 2/5/6,205, 2/5/5,260, 2/8/7,29
Prime League 2nd Div Summer Playoffs 2023,8/7/2023,32.083333333333336,TeamOrangeGaming,DKB Diamonds,31,10,4,2,15,1,1,0,99,40,102,33,Blue,6.116666666666666,Red,9.216666666666667,Sejuani, Ziggs, Maokai, Swain, Leona,Rell, Ivern, Tristana, Nautilus, Neeko,Renekton, Poppy, Karma, Kaisa, Alistar,Ornn, Trundle, Azir, Kalista, Rakan, 7/0/16,313, 2/3/20,126, 9/3/13,180, 13/3/7,308, 0/6/21,29, 0/7/9,187, 3/5/9,124, 8/5/4,247, 3/5/7,215, 1/9/7,38
Prime League 2nd Div Summer Playoffs 2023,8/7/2023,21.366666666666667,DKB Diamonds,TeamOrangeGaming,9,0,0,0,24,8,3,1,59,16,47,14,Red,5.866666666666667,Red,8.433333333333334,Poppy, Karma, Kalista, Blitzcrank, Nautilus,Rell, Sejuani, Tristana, Rakan, Swain,Jax, Jarvan IV, Aatrox, Seraphine, Senna,Renekton, Trundle, Ziggs, Kaisa, Alistar, 1/6/3,128, 1/7/4,97, 1/3/5,161, 5/2/3,164, 1/6/6,12, 2/2/9,187, 4/2/12,100, 8/0/9,188, 8/2/8,171, 2/3/15,21
SuperLiga 2nd Div Summer Playoffs 2023,8/7/2023,37.28333333333333,AYM Esports,Villarreal QLASH,8,8,1,1,14,6,4,1,119,69,135,55,Red,6.4,Blue,9.366666666666667,Fiora, Jayce, Rell, Syndra, Azir,Rumble, Varus, Maokai, Sejuani, Trundle,Renekton, Lillia, Tristana, Kaisa, Nautilus,Jax, Poppy, Ahri, Xayah, Rakan, 0/3/2,297, 3/4/3,235, 4/4/4,341, 1/0/6,314, 0/3/4,32, 1/2/5,313, 7/2/6,170, 2/1/9,302, 3/1/6,360, 1/2/9,40
SuperLiga 2nd Div Summer Playoffs 2023,8/7/2023,23.75,AYM Esports,Villarreal QLASH,28,10,2,1,6,1,1,0,48,16,63,15,Red,6.016666666666667,Blue,8.666666666666666,Fiora, Jayce, Rell, Poppy, Jarvan IV,Rumble, Maokai, Tristana, Braum, Syndra,Jax, Sejuani, LeBlanc, Varus, Alistar,Renekton, Trundle, Azir, Kaisa, Nautilus, 3/2/6,197, 6/2/20,147, 10/1/12,217, 8/1/15,221, 1/0/25,23, 0/4/3,212, 2/7/4,110, 2/7/0,192, 2/4/3,188, 0/6/4,29
SuperLiga 2nd Div Summer Playoffs 2023,8/7/2023,30.9,Villarreal QLASH,AYM Esports,27,10,1,1,12,4,3,1,79,47,115,43,Red,8.95,Blue,8.9,Rumble, Maokai, Varus, Jax, LeBlanc,Jayce, Rell, Tristana, Poppy, Jarvan IV,Fiora, Talon, Syndra, Kaisa, Nautilus,Renekton, Sejuani, Azir, Xayah, Braum, 5/6/10,224, 6/2/9,312, 5/0/9,249, 8/2/8,251, 3/3/13,31, 1/7/2,188, 7/8/4,139, 0/4/5,257, 4/3/2,323, 0/5/8,34
SuperLiga 2nd Div Summer Playoffs 2023,8/7/2023,24.85,AYM Esports,Villarreal QLASH,14,8,4,1,7,2,0,0,72,29,63,29,Blue,6.666666666666667,Blue,8.55,Fiora, Jayce, Rell, Talon, Trundle,Rumble, Maokai, Varus, Xayah, LeBlanc,Kennen, Poppy, Tristana, Ashe, Nautilus,Malphite, Sejuani, Syndra, Kaisa, Rakan, 3/3/7,200, 1/2/8,118, 6/1/0,235, 4/0/4,222, 0/2/9,18, 0/5/6,104, 3/1/4,136, 0/3/3,200, 3/2/1,225, 1/3/3,28
Arabian League Summer Playoffs 2023,8/8/2023,25.633333333333333,Anubis Gaming,Nigma Galaxy Male,25,8,4,1,4,3,0,0,74,17,66,36,Blue,5.9,Red,8.9,Syndra, Xayah, Kaisa, Neeko, Azir,Jayce, Ivern, Rumble, LeBlanc, Ahri,Aatrox, Sejuani, Akali, Varus, Rell,KSante, Nocturne, Karma, Tristana, Rakan, 8/2/8,193, 3/0/14,157, 9/0/6,211, 5/1/10,227, 0/1/18,33, 0/5/4,183, 3/5/1,166, 0/4/1,198, 1/5/0,217, 0/6/2,32
Arabian League Summer Playoffs 2023,8/8/2023,32.28333333333333,Nigma Galaxy Male,Anubis Gaming,19,2,1,0,29,10,2,1,108,37,85,47,Red,13.983333333333333,Red,12.483333333333333,Maokai, Sejuani, Rumble, Varus, Braum,Xayah, Kaisa, Rell, Alistar, Syndra,Renekton, Ivern, Tristana, Ezreal, Leona,Aatrox, Gragas, Jayce, Miss Fortune, Nautilus, 3/8/4,218, 2/4/13,158, 9/8/5,322, 4/3/8,255, 1/6/9,50, 8/3/7,219, 8/5/8,182, 4/4/13,283, 8/4/9,269, 1/3/19,41
Arabian League Summer Playoffs 2023,8/8/2023,25.033333333333335,Nigma Galaxy Male,Anubis Gaming,17,7,2,1,3,3,1,0,61,30,72,22,Red,9.183333333333334,Blue,9.183333333333334,Rumble, Renekton, Aatrox, Sejuani, Vi,Xayah, Kaisa, Rell, Nocturne, Zeri,KSante, Lee Sin, Neeko, Ezreal, Nautilus,Ornn, Trundle, Syndra, Varus, Braum, 4/0/4,232, 4/2/10,200, 3/1/10,215, 6/0/5,228, 0/0/13,30, 0/2/0,212, 2/3/1,154, 1/7/1,213, 0/3/0,235, 0/2/2,33
Arabian League Summer Playoffs 2023,8/8/2023,28.983333333333334,Anubis Gaming,Nigma Galaxy Male,20,11,4,1,11,2,0,0,73,40,100,34,Blue,7.35,Blue,8.383333333333333,Syndra, Xayah, Kaisa, Azir, No ban,Rumble, Sejuani, Jayce, Ahri, Ivern,Jax, Amumu, Sylas, Tristana, Rell,Aatrox, Maokai, Cassiopeia, Ezreal, Alistar, 5/2/11,183, 0/3/9,195, 4/2/13,226, 11/1/5,298, 0/3/17,37, 2/5/4,218, 3/4/6,153, 5/4/3,258, 1/2/3,231, 0/5/7,37
LCK CL Summer Playoffs 2023,8/7/2023,30,DRX Challengers,KT Challengers,11,11,3,1,2,2,1,0,89,58,131,44,Blue,8.8,Red,8.783333333333333,Jayce, Viego, Annie, Nautilus, Rell,Tristana, LeBlanc, Sejuani, Ahri, Neeko,KSante, Nocturne, Xerath, Kaisa, Rakan,Renekton, Poppy, Azir, Xayah, Alistar, 2/0/4,280, 1/0/6,225, 2/1/6,321, 5/1/3,301, 1/0/8,45, 0/2/0,282, 1/2/1,143, 0/4/1,268, 1/1/0,331, 0/2/1,32
LCK CL Summer Playoffs 2023,8/7/2023,31.016666666666666,KT Challengers,DRX Challengers,6,4,0,0,17,7,4,1,127,51,101,56,Red,6.516666666666667,Red,10.733333333333333,Poppy, Maokai, LeBlanc, Xerath, Ahri,Tristana, Sejuani, Kaisa, Rell, Nautilus,KSante, Vi, Azir, Xayah, Leona,Renekton, Nocturne, Neeko, Ezreal, Rakan, 0/3/2,273, 1/5/5,166, 3/3/3,311, 2/3/1,278, 0/3/3,30, 2/1/2,292, 3/3/9,174, 7/1/5,254, 5/0/4,295, 0/1/12,38
LCK CL Summer Playoffs 2023,8/7/2023,37.166666666666664,KT Challengers,DRX Challengers,24,11,4,2,8,2,1,0,152,56,133,65,Blue,5.916666666666667,Red,8.633333333333333,Poppy, Nocturne, Rakan, Rumble, Alistar,Tristana, Sejuani, LeBlanc, Rell, Nautilus,Gnar, Vi, Neeko, Kaisa, Leona,Renekton, Maokai, Jayce, Xayah, Renata Glasc, 6/4/4,309, 2/3/11,179, 3/0/13,334, 13/0/5,361, 0/1/17,35, 3/4/5,310, 3/6/5,148, 1/5/4,282, 1/5/4,408, 0/4/7,54
LCK CL Summer Playoffs 2023,8/7/2023,32.6,DRX Challengers,KT Challengers,16,11,4,2,8,1,1,0,114,50,146,67,Red,6.15,Red,8.7,Jayce, Vi, Maokai, Neeko, Annie,Nocturne, LeBlanc, Sejuani, Alistar, Rakan,KSante, Poppy, Azir, Kaisa, Nautilus,Gwen, Viego, Syndra, Tristana, Rell, 2/0/6,263, 2/3/11,178, 2/1/9,279, 9/1/5,341, 1/3/12,42, 3/2/2,318, 0/4/4,157, 1/5/5,295, 4/3/1,330, 0/2/6,33
LCK CL Summer Playoffs 2023,8/7/2023,32.21666666666667,HLE Challengers,Gen.G Challengers,15,9,4,1,4,2,1,0,131,46,110,52,Blue,8.133333333333333,Red,8.883333333333333,Xayah, Poppy, LeBlanc, Neeko, Ahri,Tristana, Sejuani, Kaisa, Jax, Ziggs,Renekton, Maokai, Jayce, Sivir, Rell,KSante, Vi, Azir, Zeri, Rakan, 3/2/8,301, 2/1/10,181, 6/0/7,304, 4/0/11,370, 0/1/13,39, 0/2/3,291, 1/4/3,172, 1/3/2,290, 2/4/1,308, 0/2/3,33
LCK CL Summer Playoffs 2023,8/7/2023,28.55,Gen.G Challengers,HLE Challengers,3,1,1,0,15,10,3,2,95,53,109,48,Red,8.133333333333333,Red,9.066666666666666,Tristana, Poppy, Maokai, Jax, Ahri,LeBlanc, Sejuani, Kaisa, Neeko, Nocturne,KSante, Lee Sin, Azir, Xayah, Rell,Gnar, Vi, Xerath, Zeri, Rakan, 2/1/1,247, 0/4/1,169, 1/3/2,270, 0/4/1,246, 0/3/3,33, 5/0/6,236, 2/2/6,165, 2/0/10,246, 6/0/3,316, 0/1/11,43
LCK CL Summer Playoffs 2023,8/7/2023,23.383333333333333,HLE Challengers,Gen.G Challengers,17,7,3,1,2,1,0,0,82,38,83,38,Blue,6.733333333333333,Red,8.5,Xayah, Poppy, LeBlanc, Neeko, Nocturne,Tristana, Sejuani, Kaisa, Jax, Renekton,Malphite, Vi, Ahri, Aphelios, Rell,KSante, Kindred, Swain, Zeri, Rakan, 1/0/9,193, 3/1/9,149, 4/0/5,241, 8/1/7,247, 1/0/14,32, 1/2/0,225, 0/3/1,149, 0/4/2,200, 1/4/1,225, 0/4/2,34
CBLOL Split 2 2023,8/6/2023,30.433333333333334,INTZ e-Sports,Fluxo,19,7,4,1,5,1,0,0,120,51,90,54,Blue,9.55,Blue,9.083333333333334,Azir, Poppy, Kaisa, Jax, Cassiopeia,Rumble, Tristana, LeBlanc, Rakan, Neeko,Olaf, Sejuani, Sylas, Sivir, Alistar,Renekton, Maokai, Ahri, Xayah, Rell, 8/0/6,254, 1/0/13,172, 8/0/5,251, 2/2/12,281, 0/3/15,36, 0/3/4,237, 0/3/5,122, 1/5/3,247, 4/4/0,297, 0/4/5,46
CBLOL Split 2 2023,8/6/2023,35,Los Grandes,LOUD,18,4,2,0,26,8,3,2,146,48,116,61,Red,7.25,Red,8.483333333333333,Sejuani, Rell, Xayah, Jax, Rumble,Tristana, Maokai, LeBlanc, Vi, Nautilus,Renekton, Lee Sin, Ahri, Kaisa, Sett,Gragas, Poppy, Jayce, Zeri, Rakan, 3/5/10,245, 5/3/10,179, 4/6/7,285, 4/4/6,279, 2/8/5,59, 8/3/8,261, 1/5/14,151, 7/5/8,280, 9/5/9,334, 1/1/20,43
Prime League Summer Playoffs 2023,8/6/2023,27.866666666666667,Unicorns Of Love Sexy Edition,Eintracht Spandau,22,9,3,2,5,3,0,0,88,35,81,36,Blue,11.75,Red,9.883333333333333,Renekton, Rakan, Jayce, Viego, Braum,Sejuani, KSante, Tristana, Azir, Jax,Aatrox, Poppy, Lissandra, Kaisa, Nautilus,Gnar, Trundle, LeBlanc, Xayah, Rell, 8/0/1,249, 1/2/10,122, 5/1/11,288, 7/1/4,305, 1/1/12,36, 0/5/0,217, 0/4/3,134, 1/5/3,245, 2/2/1,291, 2/6/3,32
Prime League Summer Playoffs 2023,8/6/2023,31.783333333333335,Unicorns Of Love Sexy Edition,Eintracht Spandau,32,9,2,1,12,3,3,0,103,41,95,33,Red,6.25,Blue,9.433333333333334,Renekton, Rakan, Jayce, Nocturne, Viego,Sejuani, Poppy, Tristana, Maokai, Volibear,KSante, Lee Sin, Lissandra, Kaisa, Alistar,Ornn, Rell, LeBlanc, Kalista, Renata Glasc, 11/0/14,249, 12/2/16,145, 3/2/22,295, 6/4/11,250, 0/4/24,33, 1/7/5,205, 0/7/6,150, 7/4/1,280, 4/7/2,310, 0/7/8,41
Prime League Summer Playoffs 2023,8/6/2023,26,Eintracht Spandau,Unicorns Of Love Sexy Edition,16,11,2,1,4,1,2,0,77,29,80,41,Blue,6.983333333333333,Blue,9.616666666666667,KSante, Poppy, Lissandra, Rumble, Aatrox,Rakan, Renekton, Jayce, Aphelios, Kalista,Gnar, Sejuani, Ahri, Xayah, Alistar,Fiora, Maokai, Tristana, Kaisa, Braum, 1/0/6,235, 1/0/11,139, 5/0/6,256, 9/0/2,247, 0/4/13,32, 0/3/0,209, 0/4/2,130, 3/3/0,278, 1/5/3,205, 0/1/3,37
Prime League Summer Playoffs 2023,8/6/2023,25.35,Unicorns Of Love Sexy Edition,Eintracht Spandau,22,7,3,1,8,3,0,0,84,29,71,33,Blue,6.266666666666667,Blue,9.283333333333333,Renekton, Rakan, Sejuani, Aatrox, Alistar,KSante, Poppy, Lissandra, Xayah, Aphelios,Rumble, Skarner, Jayce, Zeri, Braum,Ornn, Maokai, Tristana, Kaisa, Nautilus, 12/1/3,181, 2/1/9,134, 6/2/9,263, 2/1/8,244, 0/3/14,27, 1/3/3,167, 1/5/6,116, 3/3/2,248, 3/5/4,194, 0/6/3,33
LCK Summer 2023,8/6/2023,28.083333333333332,DRX,Kwangdong Freecs,25,11,3,1,5,0,0,0,81,29,77,36,Blue,12.533333333333333,Blue,8.516666666666667,Sejuani, KSante, Poppy, Alistar, Rakan,Jayce, Vi, Kaisa, Draven, LeBlanc,Renekton, Zac, Tristana, Xayah, Rell,Aatrox, Maokai, Azir, Zeri, Braum, 5/0/8,262, 5/1/15,145, 11/0/4,288, 4/1/12,265, 0/3/17,40, 3/4/0,228, 1/6/3,123, 0/5/3,222, 1/5/3,280, 0/5/3,26
LCK Summer 2023,8/6/2023,30.616666666666667,Kwangdong Freecs,DRX,2,2,1,0,16,9,2,1,97,42,89,37,Red,12.216666666666667,Blue,8.95,Jayce, Kaisa, Vi, Draven, Rakan,Sejuani, Tristana, Poppy, Alistar, Nautilus,KSante, Viego, LeBlanc, Zeri, Braum,Renekton, Lee Sin, Annie, Xayah, Rell, 1/3/0,253, 0/3/1,184, 1/2/0,273, 0/4/1,252, 0/4/1,29, 1/1/8,269, 4/0/10,146, 2/1/10,209, 7/0/4,305, 2/0/10,31
LJL Summer Playoffs 2023,8/6/2023,26.8,Detonation FocusMe,SoftBank Hawks Gaming,2,2,0,0,16,10,4,1,85,30,82,29,Red,6.35,Red,9.616666666666667,Aatrox, Vi, Azir, Zeri, Ezreal,Kaisa, Rakan, LeBlanc, Sejuani, Rell,Poppy, Rumble, Tristana, Xayah, Alistar,Jax, Maokai, Jayce, Varus, Nautilus, 0/2/0,202, 0/4/0,155, 0/4/0,240, 1/3/0,248, 1/3/1,25, 2/0/3,234, 1/1/13,152, 5/0/8,246, 6/0/6,238, 2/1/9,23
LJL Summer Playoffs 2023,8/6/2023,29.95,Detonation FocusMe,SoftBank Hawks Gaming,13,7,4,1,5,2,0,0,118,50,131,63,Blue,7.533333333333333,Red,8.316666666666666,Aatrox, Vi, Tristana, Renekton, Alistar,Kaisa, Rakan, LeBlanc, Viego, Nocturne,Maokai, KhaZix, Neeko, Xayah, Rell,Jax, Sejuani, Jayce, Zeri, Braum, 2/2/9,207, 5/0/5,204, 3/0/6,240, 2/1/8,285, 1/2/8,28, 0/3/1,233, 2/1/2,168, 2/2/1,236, 0/5/2,243, 1/2/2,32
LJL Summer Playoffs 2023,8/6/2023,29.2,SoftBank Hawks Gaming,Detonation FocusMe,3,2,2,0,14,9,2,1,93,46,106,39,Blue,8.016666666666667,Red,8.666666666666666,Neeko, Xayah, LeBlanc, Rumble, Milio,Aatrox, Kaisa, Maokai, Jax, Gnar,KSante, Sejuani, Tristana, Zeri, Rakan,Renekton, Poppy, Azir, Aphelios, Blitzcrank, 1/4/1,241, 0/4/0,165, 1/1/0,282, 1/3/1,299, 0/2/1,31, 1/2/5,250, 4/0/10,143, 4/0/8,302, 5/1/7,313, 0/0/10,38
LJL Summer Playoffs 2023,8/6/2023,34.85,SoftBank Hawks Gaming,Detonation FocusMe,19,8,1,2,10,2,4,1,112,81,152,54,Red,9.383333333333333,Blue,10.7,Neeko, LeBlanc, Poppy, Rumble, Gnar,Aatrox, Maokai, Kaisa, Sejuani, Ivern,Renekton, Zac, Tristana, Xayah, Rakan,Gragas, Rell, Azir, Aphelios, Milio, 1/3/9,282, 1/2/12,165, 9/1/7,345, 8/1/8,317, 0/3/14,42, 1/4/5,246, 0/4/9,169, 4/3/5,343, 5/5/4,360, 0/3/10,40
LJL Summer Playoffs 2023,8/6/2023,55.56666666666667,Detonation FocusMe,SoftBank Hawks Gaming,12,9,6,1,9,7,3,3,232,97,184,110,Blue,6.2,Blue,8.416666666666666,Aatrox, Tristana, Maokai, Zeri, Nautilus,Kaisa, Xayah, Neeko, Gnar, Milio,Rumble, Sejuani, LeBlanc, Aphelios, Rakan,Renekton, Poppy, Azir, Jinx, Belveth, 3/1/7,308, 0/0/9,273, 3/2/3,470, 6/1/3,507, 0/5/7,51, 2/1/3,386, 1/0/7,213, 1/3/7,491, 3/3/5,494, 2/5/3,54
LCS Championship 2023,8/5/2023,40.083333333333336,Cloud9,Evil Geniuses,15,7,1,0,10,7,4,2,126,57,118,62,Blue,8.966666666666667,Red,8.666666666666666,Xayah, Tristana, Jax, Kaisa, Varus,Maokai, Rumble, Kennen, Zeri, Rakan,Aatrox, Sejuani, LeBlanc, Ashe, Braum,Renekton, Ivern, Jayce, Aphelios, Rell, 2/5/7,306, 2/2/10,207, 5/0/6,401, 6/0/6,421, 0/3/13,44, 2/3/7,322, 0/1/10,144, 0/4/8,306, 7/2/3,423, 1/5/7,42
LCS Championship 2023,8/5/2023,30.133333333333333,Evil Geniuses,Cloud9,11,1,0,0,28,11,4,2,115,44,80,44,Red,7.2,Red,8.883333333333333,Rumble, Kennen, LeBlanc, Rakan, Ahri,Jax, Tristana, Ivern, Varus, Xayah,Aatrox, Sejuani, Jayce, Aphelios, Braum,Renekton, KhaZix, Gragas, Kaisa, Rell, 3/7/4,193, 1/6/10,123, 4/8/5,268, 3/3/3,364, 0/4/9,38, 5/4/7,251, 7/2/15,258, 9/0/15,208, 6/1/15,272, 1/4/17,27
LCS Championship 2023,8/5/2023,28.016666666666666,Cloud9,Evil Geniuses,14,7,2,0,13,4,2,1,82,25,91,35,Blue,8.9,Red,8.75,Xayah, Tristana, Ahri, Yone, Sylas,LeBlanc, Rumble, Kennen, Varus, Braum,KSante, Maokai, Jayce, Ezreal, Rell,Renekton, Sejuani, Azir, Kaisa, Rakan, 2/1/5,222, 2/2/10,203, 1/5/6,218, 9/2/5,285, 0/3/10,36, 3/4/3,228, 3/2/9,132, 4/3/6,251, 3/3/5,260, 0/2/8,34
CBLOL Split 2 2023,8/5/2023,32.233333333333334,Fluxo,KaBuM! e-Sports,22,11,1,1,10,2,3,0,116,50,105,56,Red,12.05,Red,9.133333333333333,Rumble, Tristana, Shyvana, Nautilus, Rakan,LeBlanc, Azir, Maokai, Aatrox, Gnar,KSante, Poppy, Neeko, Xayah, Rell,Renekton, Sejuani, Ahri, Kaisa, Alistar, 3/1/10,243, 2/3/15,130, 3/3/12,265, 14/2/5,345, 0/1/19,34, 3/3/3,282, 2/6/4,144, 1/4/3,232, 4/4/4,312, 0/5/8,33
PCS Summer 2023,8/6/2023,31.416666666666668,HELL PIGS,PSG Talon,11,0,1,0,25,10,3,1,100,55,99,43,Red,6.833333333333333,Blue,9.333333333333334,Tristana, Viego, LeBlanc, Alistar, Rakan,Renekton, Sejuani, Azir, Neeko, Vi,Jax, Fiddlesticks, Olaf, Kaisa, Rell,Poppy, Maokai, Jayce, Xayah, Braum, 2/1/1,240, 1/7/3,158, 4/8/5,242, 3/2/4,279, 1/7/8,49, 3/0/9,208, 5/3/14,179, 9/3/13,286, 8/2/12,289, 0/3/22,42
LFL Summer Playoffs 2023,8/11/2023,30.783333333333335,Karmine Corp,BK ROG Esports,19,8,4,1,7,3,0,0,105,40,98,48,Blue,8.716666666666667,Red,9.85,Ahri, Aatrox, Amumu, Ashe, Xayah,LeBlanc, Rell, Maokai, Poppy, Trundle,Renekton, Zac, Jayce, Kaisa, Rakan,Jax, Sejuani, Tristana, Sivir, Nautilus, 0/2/8,230, 2/1/7,166, 3/1/5,298, 12/2/3,320, 2/1/11,38, 2/3/1,273, 1/2/5,173, 1/2/2,266, 3/4/2,313, 0/8/4,35
LFL Summer Playoffs 2023,8/11/2023,27.1,BK ROG Esports,Karmine Corp,14,6,1,2,20,9,3,0,77,35,85,31,Red,6.283333333333333,Red,9.85,LeBlanc, Xayah, Sejuani, Ezreal, Ashe,Kaisa, Ahri, Amumu, Alistar, Nautilus,Renekton, Maokai, Azir, Aphelios, Rakan,Rumble, Trundle, Jayce, Zeri, Rell, 2/4/2,197, 4/4/7,146, 4/4/5,227, 3/5/8,228, 1/3/8,36, 4/3/6,201, 3/2/8,122, 4/3/6,201, 8/3/6,292, 1/3/14,37
LFL Summer Playoffs 2023,8/11/2023,39.35,Karmine Corp,BK ROG Esports,21,8,3,0,30,8,3,2,128,56,123,60,Blue,7.766666666666667,Blue,9.55,Ahri, Amumu, Aatrox, Rakan, Poppy,LeBlanc, Rell, Jayce, Renekton, Sion,KSante, Sejuani, Azir, Kaisa, Leona,Rumble, Maokai, Tristana, Xayah, Nautilus, 4/6/8,212, 2/5/12,176, 3/5/5,356, 11/4/6,371, 1/10/8,50, 8/3/11,252, 5/5/18,169, 7/3/12,367, 8/4/12,351, 2/6/21,35
PCS Summer 2023,8/6/2023,34.7,Deep Cross Gaming,Frank Esports,10,9,3,2,6,4,2,0,154,64,135,71,Blue,5.6,Blue,8.433333333333334,Viego, Renekton, Neeko, Jax, Ahri,Maokai, Sejuani, Azir, Ivern, Rakan,Gragas, Poppy, Tristana, Kaisa, Rell,Fiora, Nocturne, Syndra, Zeri, Alistar, 0/1/5,306, 3/0/5,151, 0/0/6,368, 5/1/5,361, 2/4/5,40, 0/1/1,317, 0/1/4,233, 1/2/4,271, 4/3/2,352, 1/3/4,28
CBLOL Split 2 2023,8/5/2023,19.9,FURIA Esports,Vivo Keyd Stars,13,6,0,0,1,1,1,0,61,20,64,25,Red,11.516666666666667,Blue,9.016666666666667,LeBlanc, Rumble, Tristana, Maokai, Azir,Sejuani, Jayce, Jax, Gwen, Fiora,Kennen, Rell, Neeko, Nilah, Pyke,Aatrox, Vi, Ahri, Kaisa, Rakan, 2/1/4,141, 1/0/10,96, 3/0/7,171, 2/0/8,178, 5/0/3,30, 0/4/1,140, 1/4/0,94, 0/1/1,172, 0/1/0,198, 0/3/1,35
Prime League 2nd Div Summer Playoffs 2023,8/5/2023,35.25,TeamOrangeGaming,RNL ROAR,30,10,3,2,15,4,2,1,134,33,99,43,Red,7.033333333333333,Blue,8.683333333333334,Rakan, Maokai, Sejuani, Alistar, Ornn,Ivern, RekSai, Rell, KSante, Fiora,Renekton, Wukong, Ziggs, Kaisa, Taric,Rumble, Nocturne, Azir, Xayah, Nautilus, 4/2/7,262, 6/2/16,169, 10/5/10,262, 8/3/12,270, 2/4/22,34, 1/4/6,267, 3/6/9,217, 5/7/7,249, 6/4/5,357, 0/9/10,39
Prime League 2nd Div Summer Playoffs 2023,8/5/2023,32.36666666666667,RNL ROAR,TeamOrangeGaming,23,10,0,1,17,6,5,1,100,32,102,31,Red,5.916666666666667,Red,8.716666666666667,Ivern, Ziggs, Taric, Olaf, Renekton,Maokai, Rakan, Rell, Viktor, Ornn,Jax, Nocturne, Jayce, Kaisa, Braum,KSante, Sejuani, Neeko, Draven, Soraka, 6/1/4,202, 7/1/11,228, 4/6/6,211, 4/5/9,259, 2/4/20,31, 3/3/3,218, 4/3/7,136, 4/3/1,245, 5/9/2,264, 1/5/12,19
Prime League 2nd Div Summer Playoffs 2023,8/5/2023,27.483333333333334,TeamOrangeGaming,RNL ROAR,31,11,1,1,12,1,3,0,80,30,94,33,Red,5.983333333333333,Blue,8.516666666666667,Rakan, Maokai, Sejuani, Jayce, Azir,Ivern, Ziggs, Taric, Neeko, Viktor,Aatrox, Wukong, Karma, Kalista, Rell,Renekton, Nocturne, Cassiopeia, Kaisa, Alistar, 8/1/5,215, 6/3/18,109, 4/1/20,216, 10/4/13,228, 3/3/26,36, 1/5/4,165, 0/5/9,163, 3/6/5,208, 7/6/3,236, 1/9/6,31
Prime League 2nd Div Summer Playoffs 2023,8/5/2023,24.6,RNL ROAR,TeamOrangeGaming,11,8,2,1,2,4,1,0,63,25,68,14,Red,6.65,Blue,8.583333333333334,Ivern, Ziggs, Karma, Xerath, Taric,Maokai, Rakan, Rell, Xayah, Varus,Renekton, Sejuani, Azir, Ezreal, Braum,Aatrox, Wukong, LeBlanc, Kaisa, Soraka, 2/1/5,181, 4/0/7,154, 2/1/5,206, 3/0/4,206, 0/0/10,26, 0/2/1,175, 1/6/1,119, 1/0/0,214, 0/1/0,245, 0/2/1,7
Prime League 2nd Div Summer Playoffs 2023,8/5/2023,29.183333333333334,TeamOrangeGaming,RNL ROAR,30,8,3,0,17,2,1,1,90,23,81,39,Blue,6.216666666666667,Blue,8.333333333333334,Rakan, Maokai, Sejuani, Xerath, Vi,Ivern, Karma, Kalista, Aatrox, Jax,KSante, Trundle, Ziggs, Kaisa, Rell,Renekton, Nocturne, Corki, Ezreal, Braum, 1/1/17,208, 7/5/18,128, 13/2/11,224, 8/4/10,251, 1/5/24,31, 1/6/5,179, 5/5/5,162, 7/6/6,248, 4/3/7,216, 0/10/11,25
