Tournament,Date,Game Time,Blue Team,Red Team,Blue Kills,Blue Turrets,Blue Dragons,Blue Barons,Red Kills,Red Turrets,Red Dragons,Red Barons,Blue Wards Placed,Blue Wards Destroyed,Red Wards Placed,Red Wards Destroyed,First Dragon Team,First Dragon Time,First Rift Herald Team,First Rift Herald Time,Blue Bans 1,Blue Bans 2,Blue Bans 3,Blue Bans 4,Blue Bans 5,Red Bans 1,Red Bans 2,Red Bans 3,Red Bans 4,Red Bans 5,Blue Top,Blue Jungle,Blue Mid,Blue Bot,Blue Support,Red Top,Red Jungle,Red Mid,Red Bot,Red Support,Blue Top KDA,Blue Top CS,Blue Jungle KDA,Blue Jungle CS,Blue Mid KDA,Blue Mid CS,Blue Bot KDA,Blue Bot CS,Blue Support KDA,Blue Support CS,Red Top KDA,Red Top CS,Red Jungle KDA,Red Jungle CS,Red Mid KDA,Red Mid CS,Red Bot KDA,Red Bot CS,Red Support KDA,Red Support CS
VCS Summer Playoffs 2023,9/9/2023,31.166666666666668,Team Whales,GAM Esports,18,7,3,1,19,7,1,0,123,54,115,58,Blue,11.416666666666666,Blue,9.1,Rakan, Jax, Maokai, Rumble, Ivern,Xayah, Aatrox, Blitzcrank, Zeri, Nilah,Renekton, Sejuani, LeBlanc, Aphelios, Nautilus,KSante, Lillia, Tristana, Kaisa, Rell, 1/4/12,259, 2/3/11,121, 5/4/5,283, 10/3/6,353, 0/5/11,41, 3/3/11,229, 8/4/8,194, 2/4/11,303, 6/2/8,323, 0/5/16,34
VCS Summer Playoffs 2023,9/9/2023,27.383333333333333,Team Whales,GAM Esports,11,3,2,0,17,6,1,1,100,35,94,40,Red,10.033333333333333,Blue,9.183333333333334,Rakan, Jax, Maokai, Wukong, Nocturne,Xayah, Aatrox, Sejuani, Camille, Poppy,Renekton, Vi, LeBlanc, Tristana, Nautilus,Ornn, Lee Sin, Annie, Kaisa, Rell, 1/5/5,199, 2/5/4,116, 2/3/3,237, 4/1/4,259, 2/3/7,30, 1/1/13,212, 5/2/10,174, 3/2/12,176, 8/2/3,268, 0/4/12,31
VCS Summer Playoffs 2023,9/9/2023,26.4,Team Whales,GAM Esports,7,2,1,0,16,8,3,1,76,32,75,24,Blue,7.916666666666667,Red,8.433333333333334,Rakan, Jax, Maokai, Lulu, Gwen,Xayah, Aatrox, Sejuani, Nautilus, Blitzcrank,KSante, Poppy, LeBlanc, Kaisa, Leona,Rumble, Rell, Tristana, Zeri, Braum, 2/3/0,206, 1/3/3,121, 1/1/1,263, 2/5/3,259, 1/4/4,36, 4/0/7,237, 3/1/9,158, 3/2/9,274, 5/3/8,289, 1/1/11,37
VCS Summer Playoffs 2023,9/9/2023,39,GAM Esports,Team Whales,31,10,3,2,21,3,3,0,143,44,116,80,Red,6.916666666666667,Red,8.716666666666667,Xayah, Aatrox, Sejuani, Vi, Nocturne,Rakan, Tristana, LeBlanc, Rumble, Jax,KSante, Maokai, Jayce, Zeri, Braum,Renekton, Rell, Syndra, Kaisa, Nautilus, 5/4/14,261, 5/3/22,185, 7/6/15,314, 11/6/10,406, 3/2/23,45, 2/6/10,258, 1/7/15,123, 8/5/7,319, 8/7/8,380, 2/6/12,34
Prime League Promotion 2024,9/18/2023,34.31666666666667,GamerLegion,NNO Prime,15,5,2,1,19,10,3,1,103,30,102,41,Red,6.233333333333333,Blue,8.533333333333333,LeBlanc, Lillia, Olaf, Orianna, Jayce,Taliyah, Tristana, Poppy, Lissandra, Sejuani,Renekton, Xin Zhao, Azir, Ezreal, Leona,KSante, Jarvan IV, Xerath, Xayah, Rakan, 0/2/6,328, 2/5/6,182, 7/3/3,281, 6/3/7,313, 0/6/10,48, 2/1/8,284, 1/3/17,254, 6/4/7,259, 9/4/7,282, 1/3/15,32
Prime League Promotion 2024,9/18/2023,33.35,GamerLegion,NNO Prime,10,3,0,0,15,9,4,2,110,36,91,46,Red,6.033333333333333,Blue,13.483333333333333,LeBlanc, Lillia, Jarvan IV, Olaf, KSante,Taliyah, Tristana, Renekton, Lissandra, Gnar,Aatrox, Vi, Ahri, Xayah, Rakan,Akali, KhaZix, Azir, Ezreal, Rell, 0/1/4,267, 0/3/8,170, 4/2/3,283, 5/4/2,307, 1/5/7,36, 7/0/5,283, 1/3/6,249, 7/0/4,282, 0/4/6,241, 0/3/13,40
Prime League Promotion 2024,9/18/2023,30.216666666666665,NNO Prime,GamerLegion,10,9,3,2,5,3,2,0,91,49,115,44,Red,7.133333333333334,Blue,9.116666666666667,Taliyah, Tristana, Xayah, Ahri, Azir,LeBlanc, Jarvan IV, Lillia, Belveth, KhaZix,Renekton, Elise, Jayce, Kaisa, Rakan,KSante, Nocturne, Syndra, Zeri, Alistar, 2/1/2,308, 5/0/3,228, 1/0/4,245, 2/2/2,269, 0/2/5,33, 2/1/1,241, 0/2/2,168, 0/4/2,242, 3/3/1,356, 0/0/3,28
LEC Season Finals 2023,9/3/2023,20.766666666666666,G2 Esports,MAD Lions,20,8,3,0,5,0,0,0,44,13,51,18,Blue,7.266666666666667,Blue,9.016666666666667,Poppy, Jayce, Taliyah, Xayah, Aphelios,Neeko, Ivern, Rell, Nautilus, Renekton,KSante, Maokai, Tristana, Kalista, Lissandra,Jax, Sejuani, Azir, Ezreal, Rakan, 6/0/2,162, 3/2/7,109, 4/0/5,219, 6/0/3,201, 1/3/9,22, 0/5/0,137, 1/1/1,108, 2/6/1,177, 2/2/1,167, 0/6/2,26
LEC Season Finals 2023,9/3/2023,27.3,MAD Lions,G2 Esports,15,11,2,1,3,0,1,0,75,58,119,42,Red,9.516666666666667,Blue,8.95,Neeko, Kalista, LeBlanc, Draven, Lissandra,Rumble, Rell, Jayce, Xayah, Alistar,Renekton, Ivern, Azir, Kaisa, Rakan,Kled, Fiddlesticks, Tristana, Jinx, Nautilus, 5/0/6,280, 2/0/12,138, 4/0/6,257, 3/1/4,271, 1/2/9,41, 1/0/0,252, 1/4/1,163, 0/4/1,253, 1/2/2,268, 0/5/2,52
LEC Season Finals 2023,9/3/2023,31.616666666666667,G2 Esports,MAD Lions,22,9,2,1,17,4,1,0,112,41,91,48,Blue,13.866666666666667,Blue,8.883333333333333,Poppy, Jayce, Taliyah, Xayah, Rakan,Neeko, Ivern, Kalista, Draven, Maokai,Swain, Rell, Tristana, KogMaw, Braum,Renekton, Sejuani, Azir, Aphelios, Zilean, 5/1/6,217, 1/4/12,166, 8/2/7,314, 7/5/5,263, 1/5/14,36, 3/6/2,224, 1/4/10,132, 6/3/3,294, 7/4/8,313, 0/5/14,32
LEC Season Finals 2023,9/3/2023,28.883333333333333,MAD Lions,G2 Esports,13,3,2,0,15,9,2,1,90,40,86,41,Red,7.183333333333334,Red,9.2,Neeko, Kalista, Tristana, KogMaw, KSante,Rell, Ivern, Rakan, Samira, Poppy,Rumble, Jarvan IV, Kaisa, Nilah, Nautilus,Yone, Maokai, LeBlanc, Xayah, Braum, 0/2/6,205, 5/2/8,156, 4/5/2,244, 4/2/5,258, 0/4/7,30, 3/1/6,260, 1/3/7,159, 6/2/4,259, 5/3/2,273, 0/4/8,33
VCS Summer Playoffs 2023,9/3/2023,31.216666666666665,Team Secret,Team Whales,9,9,3,1,4,3,1,0,116,44,109,69,Blue,12.833333333333334,Blue,8.6,Nocturne, Vi, LeBlanc, Samira, Nautilus,Rell, Tristana, Xayah, Rumble, Alistar,Aatrox, Sejuani, Jayce, Kaisa, Leona,Renekton, Poppy, Taliyah, Zeri, Rakan, 3/2/2,294, 0/1/6,146, 2/1/3,318, 3/0/4,381, 1/0/3,29, 0/4/3,239, 1/1/3,139, 1/2/3,293, 2/2/2,357, 0/0/3,33
VCS Summer Playoffs 2023,9/3/2023,31.366666666666667,Team Whales,Team Secret,20,9,3,2,8,3,2,0,117,37,117,58,Red,6.933333333333334,Blue,9.116666666666667,Poppy, Sejuani, Tristana, KSante, Neeko,Vi, Nocturne, LeBlanc, Nautilus, Leona,Aatrox, Rell, Jayce, Kaisa, Alistar,Rumble, Maokai, Irelia, Xayah, Rakan, 8/2/4,279, 1/1/14,132, 2/4/10,287, 7/1/7,339, 2/0/13,47, 4/6/1,271, 0/5/4,136, 1/4/2,307, 2/3/3,327, 1/3/6,26
VCS Summer Playoffs 2023,9/3/2023,35.166666666666664,Team Secret,Team Whales,3,2,1,1,17,8,3,1,143,58,118,70,Red,10.283333333333333,Red,8.733333333333333,Nocturne, Vi, Neeko, Taliyah, Gwen,Rell, Tristana, LeBlanc, Renekton, Rumble,KSante, Maokai, Jayce, Zeri, Alistar,Aatrox, Sejuani, Sylas, Xayah, Nautilus, 0/4/0,288, 1/4/1,156, 0/3/0,338, 1/2/2,436, 1/4/1,25, 4/0/6,332, 0/0/12,146, 4/0/4,277, 9/2/5,386, 0/1/13,34
VCS Summer Playoffs 2023,9/3/2023,33.25,Team Secret,Team Whales,10,10,2,2,6,3,3,0,176,58,126,88,Red,6.633333333333333,Blue,9.016666666666667,Nocturne, Sejuani, Jayce, Aatrox, Jax,Rell, Tristana, LeBlanc, Renekton, Rakan,Gwen, Poppy, Azir, Xayah, Alistar,KSante, Vi, Ahri, Aphelios, Renata Glasc, 4/0/5,381, 1/2/7,162, 2/3/3,287, 3/0/3,374, 0/1/5,28, 1/3/3,231, 0/3/4,147, 1/2/4,304, 4/1/1,382, 0/1/5,49
VCS Summer Playoffs 2023,9/3/2023,32.21666666666667,Team Whales,Team Secret,12,8,3,1,5,4,1,1,124,60,123,59,Red,11.25,Blue,8.666666666666666,Poppy, Sejuani, Tristana, Maokai, Rakan,Nocturne, Vi, LeBlanc, Neeko, Ahri,Aatrox, Rell, Azir, Kaisa, Nautilus,Rumble, Ivern, Jayce, Xayah, Alistar, 2/0/8,291, 0/1/10,137, 5/1/5,295, 4/1/5,340, 1/2/8,35, 1/2/3,257, 2/2/3,168, 2/4/3,293, 0/1/0,344, 0/3/4,34
CBLOL Academy Split 2 Playoffs 2023,9/2/2023,50.15,KaBuM! Academy,Liberty Academy,20,10,3,1,21,9,4,3,169,94,233,65,Blue,5.6,Blue,8.583333333333334,LeBlanc, Azir, Xayah, Ornn, Jax,Rumble, Sejuani, Neeko, Ivern, Alistar,Renekton, Jarvan IV, Jayce, Kaisa, Nautilus,Poppy, Maokai, Taliyah, Aphelios, Rell, 4/0/7,401, 1/7/13,188, 7/3/9,410, 7/3/12,458, 1/8/15,38, 3/3/9,289, 2/3/16,205, 4/4/12,361, 10/5/7,424, 2/5/16,63
CBLOL Academy Split 2 Playoffs 2023,9/2/2023,30.683333333333334,KaBuM! Academy,Liberty Academy,3,3,0,0,13,9,4,1,107,46,117,42,Red,6.783333333333333,Blue,9.8,LeBlanc, Azir, Xayah, Ornn, Jax,Rumble, Sejuani, Neeko, Jarvan IV, Nautilus,Renekton, Ivern, Jayce, Kaisa, Braum,KSante, Rell, Taliyah, Aphelios, Alistar, 1/2/0,274, 0/5/3,121, 2/2/0,259, 0/2/2,270, 0/2/3,34, 2/0/4,238, 1/2/12,156, 3/0/6,296, 6/0/4,267, 1/1/11,42
CBLOL Academy Split 2 Playoffs 2023,9/2/2023,34.78333333333333,KaBuM! Academy,Liberty Academy,13,2,3,0,20,11,2,2,110,60,152,45,Blue,6.15,Blue,9.466666666666667,LeBlanc, Azir, Xayah, Poppy, Jax,Rumble, Sejuani, Neeko, Sylas, Lulu,Renekton, Rell, Viktor, Zeri, Rakan,KSante, Zac, Taliyah, Kaisa, Alistar, 5/4/5,282, 0/2/11,149, 2/6/4,248, 5/4/5,359, 1/4/10,40, 2/4/13,214, 0/1/14,152, 6/2/11,279, 10/2/7,322, 2/4/13,42
CBLOL Academy Split 2 Playoffs 2023,9/2/2023,31.766666666666666,KaBuM! Academy,Liberty Academy,23,9,5,1,5,3,0,1,104,39,116,52,Blue,6.433333333333334,Red,9.266666666666667,Azir, Xayah, Taliyah, Poppy, Jax,Rumble, Sejuani, Neeko, Tristana, Renekton,Gnar, Rell, Ahri, Zeri, Lulu,KSante, Zac, LeBlanc, Kaisa, Alistar, 1/1/13,280, 1/1/21,142, 5/2/11,242, 14/1/7,357, 2/0/20,25, 1/4/1,246, 0/6/1,148, 2/4/1,262, 2/5/3,288, 0/5/2,37
CBLOL Academy Split 2 Playoffs 2023,9/2/2023,40.6,Liberty Academy,KaBuM! Academy,17,7,1,2,18,7,4,0,154,64,160,52,Red,7.583333333333333,Blue,8.4,Rumble, Neeko, Zeri, Aphelios, Sivir,Azir, Taliyah, Xayah, Sylas, Rakan,Jax, Sejuani, Viktor, Kaisa, Nautilus,Renekton, Rell, Ahri, Nilah, Alistar, 8/3/7,350, 1/5/14,186, 1/5/15,299, 6/2/11,408, 1/3/9,47, 3/4/8,346, 1/4/14,190, 8/2/7,303, 6/2/6,362, 0/5/9,40
LEC Season Finals 2023,9/2/2023,30,Team BDS,Fnatic,16,11,4,1,7,0,0,0,87,31,82,50,Blue,7.866666666666667,Blue,9.466666666666667,Taliyah, Poppy, Xayah, Kalista, Rakan,Zeri, Rell, Tristana, Sivir, Nilah,Renekton, Ivern, LeBlanc, KogMaw, Braum,Ornn, Karthus, Jayce, Kaisa, Nautilus, 1/1/12,287, 3/0/12,174, 3/2/9,280, 8/1/8,294, 1/3/15,33, 1/4/4,196, 2/5/5,197, 0/1/6,276, 4/0/3,272, 0/6/6,34
LEC Season Finals 2023,9/2/2023,26.166666666666668,Fnatic,Team BDS,14,11,4,1,7,3,0,0,73,33,84,25,Blue,6.966666666666667,Blue,10.7,Zeri, Maokai, Sejuani, Darius, Rakan,Taliyah, Rell, Ivern, Ezreal, Nautilus,Renekton, Karthus, Tristana, Aphelios, Alistar,Jax, Poppy, Cassiopeia, Xayah, Braum, 3/2/1,212, 6/0/4,247, 3/3/4,230, 2/1/7,240, 0/1/8,26, 2/4/3,235, 2/0/4,120, 3/5/2,194, 0/1/3,270, 0/4/4,25
LEC Season Finals 2023,9/2/2023,33.03333333333333,Team BDS,Fnatic,10,4,1,0,18,11,4,2,105,51,109,46,Red,5.833333333333333,Blue,9,Taliyah, Karthus, Xayah, Kalista, Aphelios,Rell, Ivern, Zeri, Kaisa, Braum,Darius, Maokai, Tristana, Sivir, Rakan,Renekton, Sejuani, Azir, Ezreal, Nautilus, 3/4/6,251, 0/4/9,162, 3/3/3,267, 3/5/6,338, 1/2/8,43, 2/1/9,284, 1/3/11,178, 7/1/6,338, 7/1/7,307, 1/4/14,41
LEC Season Finals 2023,9/2/2023,34.86666666666667,Team BDS,Fnatic,14,7,4,1,7,3,2,0,108,55,110,50,Red,6.583333333333333,Red,9.066666666666666,Taliyah, Karthus, Tristana, Kalista, Xayah,Rell, Ivern, Zeri, Braum, Sivir,Darius, Maokai, LeBlanc, Ezreal, Rakan,Renekton, Sejuani, Kaisa, Aphelios, Nautilus, 4/1/3,310, 1/2/12,172, 3/1/8,324, 6/1/8,377, 0/2/13,34, 0/1/5,344, 1/3/3,151, 2/3/3,338, 4/5/2,327, 0/2/7,34
LEC Season Finals 2023,9/2/2023,32.2,Fnatic,Team BDS,19,9,1,1,12,1,3,0,98,34,93,59,Red,8.1,Blue,8.883333333333333,Zeri, Maokai, LeBlanc, KogMaw, Ornn,Taliyah, Karthus, Tristana, Xerath, Orianna,Renekton, Ivern, Syndra, Xayah, Nautilus,Olaf, Rell, Azir, Ezreal, Braum, 4/3/10,256, 0/2/17,157, 8/1/10,262, 4/1/13,300, 3/5/12,39, 3/3/6,247, 0/4/8,145, 4/4/6,244, 5/3/5,308, 0/5/9,30
CBLOL Academy Split 2 Playoffs 2023,8/29/2023,31.983333333333334,KaBuM! Academy,paiN Academy,20,8,4,2,7,1,1,0,113,33,117,54,Blue,8.45,Blue,10.233333333333333,Tristana, Azir, Sivir, Nocturne, Jax,Sejuani, Jayce, Xayah, Lulu, Ivern,Renekton, Rell, Taliyah, Zeri, Alistar,KSante, Poppy, Neeko, Kaisa, Nautilus, 1/0/11,334, 0/1/17,149, 5/2/10,312, 12/1/8,333, 2/3/10,27, 2/4/2,251, 1/4/3,160, 2/3/4,260, 2/5/2,321, 0/4/3,29
CBLOL Academy Split 2 Playoffs 2023,8/29/2023,31.466666666666665,paiN Academy,KaBuM! Academy,9,3,0,0,15,7,4,2,132,44,101,46,Red,8.466666666666667,Blue,8.85,Rumble, Rell, Jax, Kennen, KSante,Xayah, Azir, Ivern, Neeko, Syndra,Renekton, Vi, Taliyah, Sivir, Nautilus,Poppy, Sejuani, Jayce, Kaisa, Alistar, 1/4/5,270, 0/5/1,160, 3/1/5,212, 5/1/4,319, 0/4/7,40, 0/1/8,231, 2/2/9,168, 7/1/7,288, 5/2/6,299, 1/3/7,29
CBLOL Academy Split 2 Playoffs 2023,8/29/2023,31.083333333333332,paiN Academy,KaBuM! Academy,4,3,2,0,16,9,3,1,140,61,112,59,Red,6.366666666666666,Red,8.95,Rumble, Jayce, Renekton, Pyke, Jax,Xayah, Azir, Sejuani, Taliyah, Syndra,Gwen, Rell, Ahri, Sivir, Alistar,Gnar, Nocturne, Neeko, Kaisa, Rakan, 2/3/0,257, 1/6/2,144, 0/3/2,244, 1/2/2,326, 0/2/3,39, 3/0/10,282, 3/2/11,214, 3/0/12,255, 6/2/4,305, 1/0/13,45
CBLOL Academy Split 2 Playoffs 2023,8/28/2023,31.633333333333333,Vivo Keyd Stars Academy,paiN Academy,1,3,1,0,16,11,4,2,101,45,99,31,Blue,6.583333333333333,Red,9.466666666666667,Ivern, Sejuani, Jax, Naafiri, Rakan,Maokai, Renekton, LeBlanc, Rumble, Viego,Gnar, Rell, Tristana, Kaisa, Nautilus,Camille, Poppy, Azir, Xayah, Alistar, 0/3/1,258, 0/3/1,141, 0/4/1,268, 1/1/0,281, 0/5/1,34, 4/1/6,252, 1/0/12,158, 6/0/6,268, 5/0/8,310, 0/0/13,36
CBLOL Academy Split 2 Playoffs 2023,8/28/2023,40.233333333333334,Vivo Keyd Stars Academy,paiN Academy,16,8,4,2,19,7,2,1,137,68,177,67,Blue,6.133333333333334,Blue,9.666666666666666,Ivern, Sejuani, Azir, Syndra, Gwen,Maokai, LeBlanc, Renekton, Jayce, Viego,KSante, Taliyah, Tristana, Xayah, Alistar,Jax, Rell, Neeko, Zeri, Lulu, 1/3/8,274, 7/3/8,269, 2/5/13,354, 5/3/4,382, 1/5/9,32, 5/2/6,373, 1/4/15,167, 6/5/10,294, 6/4/5,424, 1/1/12,39
CBLOL Academy Split 2 Playoffs 2023,8/28/2023,31.533333333333335,paiN Academy,Vivo Keyd Stars Academy,17,8,3,1,6,3,2,0,130,58,112,55,Blue,6.083333333333333,Red,8.383333333333333,Maokai, LeBlanc, Taliyah, Viego, Rumble,Ivern, Renekton, Xayah, Poppy, Sejuani,KSante, Rell, Azir, Kaisa, Nautilus,Gnar, Lee Sin, Ahri, Zeri, Alistar, 3/0/11,267, 1/3/15,147, 8/0/5,298, 5/1/6,344, 0/2/12,39, 0/4/4,271, 2/3/1,190, 3/1/3,269, 1/5/3,322, 0/4/5,34
CBLOL Academy Split 2 Playoffs 2023,8/28/2023,30.65,Vivo Keyd Stars Academy,paiN Academy,8,2,0,0,19,11,4,1,87,46,106,36,Red,7.233333333333333,Blue,8.683333333333334,Ivern, Sejuani, Azir, Jax, Rumble,Maokai, Taliyah, LeBlanc, Lillia, Viego,Renekton, Trundle, Viktor, Zeri, Rakan,Gwen, Poppy, Tristana, Xayah, Nautilus, 1/5/4,259, 2/5/6,128, 2/3/5,238, 2/1/3,328, 1/5/3,37, 8/2/9,291, 5/2/8,164, 0/2/10,247, 6/0/9,316, 0/2/15,34
CBLOL Split 2 Playoffs 2023,8/27/2023,27.533333333333335,paiN Gaming,RED Canids,10,11,3,2,1,3,1,0,94,34,115,49,Red,6,Red,9.866666666666667,Ivern, Rell, Nocturne, Nilah, Zeri,Sivir, Xayah, Jax, Sejuani, Alistar,Gnar, Poppy, Azir, Kaisa, Rakan,Renekton, Maokai, Xerath, Tristana, Nautilus, 1/0/3,250, 1/0/7,174, 1/0/4,274, 7/0/2,260, 0/1/9,42, 0/1/0,251, 0/3/1,124, 0/1/0,222, 0/2/1,239, 1/3/0,40
CBLOL Split 2 Playoffs 2023,8/27/2023,36.11666666666667,RED Canids,paiN Gaming,20,9,4,1,7,3,2,1,122,75,140,59,Blue,5.95,Red,8.716666666666667,Sivir, Jax, Azir, Sejuani, Swain,Ivern, Neeko, Xayah, Poppy, Rumble,KSante, Viego, Ahri, Kaisa, Nautilus,Renekton, Maokai, Taliyah, Zeri, Rell, 3/1/11,234, 8/2/8,251, 3/0/13,309, 5/2/8,332, 1/2/12,36, 2/4/2,300, 0/4/6,173, 1/3/3,304, 2/4/2,362, 2/5/4,41
CBLOL Split 2 Playoffs 2023,8/27/2023,31.916666666666668,paiN Gaming,RED Canids,2,0,1,0,19,8,4,2,122,48,109,45,Red,6.783333333333333,Red,8.683333333333334,Ivern, Rell, Neeko, Alistar, Rakan,Jax, Azir, Xayah, LeBlanc, Tristana,KSante, Maokai, Jayce, Kaisa, Nautilus,Renekton, Sejuani, Sylas, Zeri, Leona, 0/5/0,248, 0/4/2,149, 0/3/1,261, 2/3/0,312, 0/4/1,39, 3/0/10,287, 2/1/13,147, 8/0/7,271, 6/0/6,353, 0/1/9,36
CBLOL Split 2 Playoffs 2023,8/27/2023,39.1,RED Canids,paiN Gaming,13,5,3,1,22,8,3,2,196,85,144,90,Blue,7.133333333333334,Blue,8.533333333333333,Sivir, Jax, Azir, Poppy, Rumble,Ivern, Xayah, Neeko, Renekton, Olaf,KSante, Sejuani, Sylas, Kaisa, Nautilus,Gwen, Rell, Ahri, Zeri, Rakan, 3/4/6,261, 2/3/8,225, 1/4/4,361, 7/4/2,389, 0/7/11,44, 6/3/8,350, 3/3/15,170, 5/2/10,306, 7/2/9,393, 1/3/16,57
CBLOL Split 2 Playoffs 2023,8/27/2023,31.1,RED Canids,paiN Gaming,8,5,1,0,16,8,3,1,126,62,107,47,Red,6.3,Red,8.566666666666666,Jax, Azir, Poppy, Rakan, Olaf,Neeko, Xayah, Ivern, Maokai, Nocturne,Rumble, Jarvan IV, Ahri, Zeri, Rell,Renekton, Sejuani, Taliyah, Kaisa, Nautilus, 1/5/5,206, 2/2/4,173, 1/2/5,294, 3/5/3,294, 1/2/6,30, 2/3/9,213, 2/1/8,185, 7/0/7,278, 5/1/5,285, 0/3/5,43
LEC Season Finals 2023,8/27/2023,29.633333333333333,Excel Esports,Fnatic,5,2,2,1,16,9,3,1,72,51,100,29,Blue,5.966666666666667,Blue,10.116666666666667,Renekton, LeBlanc, Poppy, Ornn, Aphelios,Rumble, Maokai, Tristana, Alistar, Rakan,KSante, Sejuani, Taliyah, Xayah, Nautilus,Gwen, Ivern, Jayce, Kaisa, Rell, 0/4/3,204, 1/5/3,150, 2/2/2,257, 2/2/2,278, 0/3/4,32, 7/0/5,271, 2/2/12,135, 3/0/9,268, 4/0/8,270, 0/3/15,43
LEC Season Finals 2023,8/27/2023,25.483333333333334,Excel Esports,Fnatic,22,10,4,0,8,0,0,1,58,35,88,26,Blue,6.283333333333333,Blue,10.25,Renekton, LeBlanc, Xayah, Poppy, Ornn,Rumble, Maokai, Tristana, Taliyah, Azir,Gnar, Sejuani, Ahri, Zeri, Rell,KSante, Ivern, Jayce, Kaisa, Alistar, 5/1/4,242, 2/0/15,161, 5/2/9,201, 8/1/10,283, 2/4/15,31, 0/4/3,186, 1/4/4,120, 3/5/4,212, 3/4/2,224, 1/5/5,25
LEC Season Finals 2023,8/27/2023,27.283333333333335,Fnatic,Excel Esports,12,1,2,0,22,9,1,1,95,30,73,41,Blue,10.6,Red,8.6,Rumble, Maokai, Sejuani, Gnar, Alistar,Renekton, Xayah, Rell, Kaisa, Aphelios,Ornn, Ivern, Jayce, Jinx, Nautilus,Sion, Poppy, Azir, Zeri, Rakan, 2/4/6,201, 1/6/10,142, 4/4/4,250, 3/4/5,271, 2/4/6,32, 3/2/12,205, 1/3/14,136, 7/1/12,258, 11/2/10,285, 0/4/14,41
LEC Season Finals 2023,8/27/2023,29.366666666666667,Fnatic,Excel Esports,11,8,2,2,3,3,2,0,93,42,97,48,Red,10.033333333333333,Blue,11.3,Rumble, Maokai, Jayce, Gnar, Ornn,Xayah, Renekton, Rell, Gwen, Kindred,Poppy, Taliyah, Tristana, Aphelios, Nautilus,Sion, Ivern, Azir, Zeri, Alistar, 0/2/7,254, 1/0/9,201, 1/0/6,306, 7/0/2,305, 2/1/8,29, 0/2/1,250, 1/1/2,133, 1/3/0,304, 1/1/1,332, 0/4/2,32
LEC Season Finals 2023,8/27/2023,31.516666666666666,Excel Esports,Fnatic,11,3,1,0,18,8,3,2,105,43,110,39,Red,10,Blue,8.833333333333334,Renekton, Xayah, Poppy, Aphelios, Gwen,Rumble, Maokai, Rell, Gnar, Azir,KSante, Sejuani, Ahri, Zeri, Rakan,Ornn, Taliyah, Tristana, Kalista, Nautilus, 1/4/8,233, 1/4/8,187, 5/4/3,250, 4/2/5,270, 0/4/8,43, 1/3/11,216, 5/4/10,240, 4/1/4,326, 6/1/9,302, 2/2/14,31
VCS Summer Playoffs 2023,8/27/2023,34.2,Team Secret,GAM Esports,12,5,3,2,15,7,2,0,119,52,120,58,Blue,7.65,Red,8.7,Nocturne, Wukong, Vi, Zac, Viego,Tristana, Maokai, Rumble, Blitzcrank, Poppy,Renekton, Rell, Azir, Xayah, Nautilus,Jax, Sejuani, LeBlanc, Zeri, Rakan, 3/6/3,286, 0/1/11,145, 2/3/5,281, 6/1/5,409, 1/4/8,35, 3/1/8,322, 3/3/8,179, 3/3/6,310, 6/1/6,396, 0/4/9,41
VCS Summer Playoffs 2023,8/27/2023,29.116666666666667,GAM Esports,Team Secret,4,2,0,0,11,9,4,1,124,55,100,46,Red,7.083333333333333,Blue,8.45,Tristana, Maokai, Rumble, Alistar, Aatrox,Nocturne, Rakan, Zeri, Sejuani, Wukong,Renekton, Zac, Viktor, Xayah, Nautilus,KSante, KhaZix, LeBlanc, Aphelios, Rell, 0/2/1,260, 1/3/2,154, 3/1/0,269, 0/3/2,297, 0/2/2,43, 1/0/6,290, 1/3/5,216, 4/1/3,305, 5/0/5,290, 0/0/10,30
VCS Summer Playoffs 2023,8/27/2023,29.683333333333334,Team Secret,GAM Esports,14,10,3,1,4,4,1,0,120,54,126,54,Blue,8.35,Red,8.35,Nocturne, Wukong, Rakan, Syndra, Zac,Tristana, Maokai, LeBlanc, Ziggs, Rumble,Gragas, Sejuani, Jayce, Xayah, Rell,Jax, Vi, Ahri, Zeri, Lulu, 1/3/4,248, 0/0/9,181, 6/0/6,316, 6/0/3,308, 1/1/10,30, 1/2/0,268, 1/4/3,156, 1/3/2,295, 1/4/1,316, 0/1/3,16
VCS Summer Playoffs 2023,8/27/2023,40.9,GAM Esports,Team Secret,23,10,4,3,15,4,1,0,143,66,145,60,Red,11.116666666666667,Blue,8.5,Tristana, Maokai, Rell, Alistar, Azir,Nocturne, Rakan, LeBlanc, Galio, Malphite,Gwen, Wukong, Syndra, Xayah, Nautilus,Akali, Sejuani, KSante, Zeri, Braum, 5/5/9,318, 6/2/12,209, 3/3/12,305, 8/3/10,411, 1/2/14,47, 3/6/2,265, 0/4/13,188, 7/7/5,297, 5/3/5,490, 0/3/11,31
VCS Summer Playoffs 2023,8/27/2023,28.566666666666666,Team Secret,GAM Esports,12,1,1,0,21,7,3,1,95,43,83,42,Blue,5.9,Blue,9.083333333333334,Nocturne, Wukong, Rakan, Nautilus, Galio,Tristana, LeBlanc, Rell, Alistar, Braum,Gragas, Sejuani, Irelia, Xayah, Leona,Jax, Maokai, Jayce, Kaisa, Renata Glasc, 1/5/3,211, 1/2/7,158, 1/7/5,263, 6/4/4,292, 3/3/6,32, 5/1/9,248, 1/3/9,141, 5/3/10,255, 9/3/6,274, 1/2/15,44
